id,model,year_of_manufacture,mileage,count_trip,last_maintenance_date,to
473,Nissan Note,2020,285520,475224,2024-09-22,0
474,Chevrolet Lacetti,2020,277000,444428,2024-07-30,0
475,Hyundai Solaris,2016,316695,716200,2024-08-01,0
476,KIA Spectra,2014,346275,672110,2024-07-26,0
477,Volkswagen Polo,2019,340705,721935,2024-09-16,0
478,Volkswagen Polo,2022,110028,201802,2024-06-11,0
479,Kia Rio,2014,376855,722835,2024-12-04,0
480,Chery Tiggo 7 Pro,2023,59901,112904,2024-09-05,0
481,EXEED TXL,2019,306060,537910,2024-07-03,0
482,EXEED TXL,2020,201660,419664,2024-05-30,0
483,Kia Rio,2013,332080,684385,2024-08-26,0
484,Chery Tiggo 7 Pro,2022,113420,261852,2024-10-10,0
485,EXEED TXL,2019,369680,552595,2024-07-19,0
486,Chevrolet Lacetti,2020,238668,509180,2024-08-03,0
487,Haval F7,2017,384075,709520,2024-12-09,0
488,Chery Tiggo 4,2021,171894,385350,2024-03-15,0
489,Volkswagen Polo,2013,369130,560105,2024-12-08,0
490,KIA Spectra,2018,348290,598630,2024-09-14,0
491,LADA (VAZ) Vesta,2020,234120,443476,2024-05-30,0
492,Haval F7,2021,197277,385662,2024-06-21,0
493,Geely Tugella,2019,375340,628655,2024-07-22,0
494,EXEED TXL,2023,72535,117230,2024-01-29,0
495,Nissan Note,2014,382040,528430,2024-11-25,0
496,Chevrolet Aveo,2022,123104,209962,2024-11-01,0
497,Geely Tugella,2022,146218,263884,2024-05-16,0
498,Hyundai Accent,2021,234132,303915,2024-01-01,0
499,Renault Logan,2023,72241,130368,2024-01-13,0
500,Kia Rio,2018,395010,668705,2024-10-31,0
501,Chevrolet Aveo,2018,301075,566800,2024-08-30,0
502,Haval F7,2015,375325,629760,2024-08-14,0
503,Chery Tiggo 4,2016,288025,571305,2024-08-18,0
504,Chevrolet Lacetti,2015,374490,697740,2024-07-13,0
505,Volkswagen Polo,2021,213675,376794,2024-06-18,0
506,Chery Tiggo 7 Pro,2022,158808,253706,2024-07-23,0
507,Chevrolet Aveo,2021,226188,308952,2024-02-03,0
508,Renault Logan,2022,111042,291146,2024-01-24,0
509,Nissan Note,2019,316440,740760,2024-11-10,0
510,Chevrolet Aveo,2024,8410,22242,2024-09-24,0
511,Hyundai Accent,2021,161649,444327,2024-09-28,0
512,Chery Tiggo 4,2016,351580,707280,2024-09-06,0
513,Haval F7,2023,77991,125558,2024-09-15,0
514,Chevrolet Lacetti,2021,169224,356250,2024-07-30,0
515,Volkswagen Polo,2015,349180,685150,2024-12-17,0
516,Volkswagen Polo,2019,265075,616250,2024-08-04,0
517,LADA (VAZ) Vesta,2022,125960,273984,2024-11-16,0
518,Chevrolet Lacetti,2024,25033,22977,2024-09-04,0
519,Haval F7,2021,151743,445764,2024-08-23,0
520,Chevrolet Aveo,2023,67090,112154,2024-09-19,0
521,EXEED TXL,2013,255565,658865,2024-08-16,0
522,KIA Spectra,2019,257195,568120,2024-07-02,0
523,Renault Logan,2024,2807,12690,2024-08-07,0
524,Chevrolet Aveo,2018,329040,579335,2024-10-12,0
525,Chevrolet Aveo,2015,356835,506830,2024-06-24,0
526,Chevrolet Aveo,2021,155943,443007,2024-04-21,0
527,Renault Logan,2015,382525,736585,2024-08-24,0
528,LADA (VAZ) Vesta,2020,310216,582044,2024-02-20,0
529,Hyundai Solaris,2024,4913,3432,2024-03-13,0
530,LADA (VAZ) Vesta,2017,361935,593645,2024-07-10,0
531,Hyundai Accent,2020,246252,578540,2024-07-10,0
532,Volkswagen Polo,2020,303476,432808,2024-09-13,0
533,Chevrolet Aveo,2016,388875,622230,2024-08-13,0
534,Chery Tiggo 7 Pro,2019,357355,595875,2024-07-24,0
535,Haval F7,2014,280685,516390,2024-09-17,0
536,Chevrolet Aveo,2022,118240,219218,2024-12-09,0
537,Chery Tiggo 4,2022,110670,262790,2024-04-18,0
538,Chevrolet Lacetti,2016,359430,574870,2024-08-31,0
539,Volkswagen Polo,2022,137720,201240,2024-03-13,0
540,Chevrolet Lacetti,2023,54091,144172,2024-02-26,0
541,LADA (VAZ) Vesta,2020,235064,444228,2024-01-23,0
542,EXEED TXL,2022,120086,274818,2024-10-20,0
543,EXEED TXL,2023,70552,146539,2023-12-31,0
544,Nissan Note,2019,354440,631965,2024-06-23,0
545,EXEED TXL,2019,397365,712100,2024-08-10,0
546,Geely Tugella,2024,17193,8831,2024-04-10,0
547,Renault Logan,2022,123244,265108,2024-08-11,0
548,Kia Rio,2021,165306,334551,2023-12-20,0
549,Geely Tugella,2016,256405,641735,2024-10-27,0
550,Geely Tugella,2023,66083,129651,2024-02-12,0
551,Hyundai Accent,2017,348575,675420,2024-08-06,0
552,Kia Rio,2020,243036,538272,2024-05-12,0
553,Haval F7,2021,182340,342780,2024-01-31,0
554,Renault Logan,2018,358460,565125,2024-12-10,0
555,Hyundai Solaris,2023,58237,140314,2024-11-14,0
556,LADA (VAZ) Vesta,2015,314705,650365,2024-09-12,0
557,Renault Logan,2020,213076,474480,2024-09-08,0
558,Chery Tiggo 7 Pro,2017,386735,682165,2024-06-22,0
559,Geely Tugella,2020,217596,401444,2024-01-13,0
560,Kia Rio,2022,149364,216984,2024-03-06,0
561,EXEED TXL,2015,386765,558475,2024-07-30,0
562,LADA (VAZ) Vesta,2020,287136,472664,2024-07-31,0
563,Hyundai Solaris,2022,100984,206486,2024-03-25,0
564,Chery Tiggo 4,2016,250900,586845,2024-06-28,0
565,LADA (VAZ) Vesta,2019,364635,700955,2024-09-14,0
566,Geely Tugella,2021,196752,448926,2024-10-26,0
567,Nissan Note,2015,260420,698685,2024-11-30,0
568,Hyundai Solaris,2019,346320,706390,2024-10-18,0
569,Chery Tiggo 7 Pro,2016,294900,627065,2024-10-07,0
570,Hyundai Accent,2023,74577,117565,2024-09-02,0
571,Volkswagen Polo,2024,18810,6410,2024-12-10,0
572,Geely Tugella,2018,288815,617455,2024-08-14,0
573,Haval F7,2015,306340,512835,2024-08-11,0
574,Volkswagen Polo,2014,378235,547295,2024-06-26,0
575,Hyundai Solaris,2020,254448,588360,2024-11-13,0
576,Chery Tiggo 7 Pro,2023,66345,120405,2024-07-21,0
577,LADA (VAZ) Vesta,2020,252880,432148,2024-09-20,0
578,Chery Tiggo 4,2022,155064,248932,2024-09-20,0
579,Renault Logan,2019,318425,509660,2024-10-24,0
580,EXEED TXL,2017,301270,634790,2024-08-21,0
581,Nissan Note,2015,335000,541855,2024-06-26,0
582,Chevrolet Aveo,2017,254090,641590,2024-09-17,0
583,Geely Tugella,2021,211077,364473,2024-11-29,0
584,Nissan Note,2016,372835,538900,2024-08-16,0
585,Haval F7,2015,316900,656520,2024-11-21,0
586,LADA (VAZ) Vesta,2022,148864,256096,2024-03-04,0
587,Renault Logan,2020,217672,572076,2024-05-30,0
588,Renault Logan,2019,279290,514590,2024-08-28,0
589,Kia Rio,2024,18807,17526,2024-03-30,0
590,KIA Spectra,2020,285784,569896,2024-08-21,0
591,Chery Tiggo 4,2016,315975,546840,2024-11-01,0
592,Chery Tiggo 4,2015,256135,540875,2024-11-26,0
593,LADA (VAZ) Vesta,2018,309945,748115,2024-08-10,0
594,Renault Logan,2013,347375,578215,2024-07-23,0
595,KIA Spectra,2024,5479,13783,2024-08-10,0
596,Chevrolet Aveo,2020,236500,551816,2024-12-07,0
597,Volkswagen Polo,2017,322925,591955,2024-06-30,0
598,Hyundai Solaris,2016,372875,550525,2024-09-05,0
599,Hyundai Accent,2023,60540,112606,2024-09-02,0
600,Hyundai Solaris,2017,330405,571575,2024-10-18,0
601,Nissan Note,2024,18285,14977,2024-09-16,0
602,Chevrolet Lacetti,2014,375175,722355,2024-08-01,0
603,Haval F7,2019,393990,572445,2024-10-25,0
604,Haval F7,2022,155512,287692,2024-09-19,0
605,Hyundai Solaris,2014,371080,548330,2024-07-24,0
606,Hyundai Solaris,2020,241360,512632,2024-08-21,0
607,Chevrolet Aveo,2020,282296,459328,2024-07-16,0
608,Renault Logan,2021,165570,306138,2024-05-21,0
609,Hyundai Accent,2021,175575,349572,2024-06-03,0
610,Geely Tugella,2022,155792,223256,2023-12-21,0
611,Chery Tiggo 7 Pro,2024,1722,8556,2024-05-26,0
612,Hyundai Solaris,2020,266480,472484,2024-07-20,0
613,Volkswagen Polo,2022,155452,235980,2024-06-10,0
614,KIA Spectra,2022,155464,291782,2024-07-22,0
615,Hyundai Solaris,2016,336010,652770,2024-07-16,0
616,KIA Spectra,2024,19379,6108,2024-08-05,0
617,KIA Spectra,2024,15785,1137,2024-11-07,0
618,Nissan Note,2023,71845,110144,2024-05-10,0
619,KIA Spectra,2022,131592,272990,2024-01-09,0
620,EXEED TXL,2018,378390,613035,2024-12-15,0
621,Hyundai Accent,2013,365585,525475,2024-07-05,0
622,EXEED TXL,2021,200430,302796,2024-11-28,0
623,Kia Rio,2020,229412,512652,2024-11-29,0
624,KIA Spectra,2015,323165,537215,2024-08-16,0
625,Kia Rio,2024,3521,7666,2024-02-17,0
626,KIA Spectra,2015,293985,606535,2024-07-23,0
627,Chery Tiggo 7 Pro,2019,317755,710350,2024-07-24,0
628,KIA Spectra,2024,2616,25609,2024-07-20,0
629,LADA (VAZ) Vesta,2014,335550,685900,2024-07-24,0
630,Renault Logan,2023,75841,138040,2024-09-09,0
631,Geely Tugella,2020,239700,463628,2024-01-01,0
632,Chery Tiggo 4,2023,55454,136304,2024-01-30,0
633,Hyundai Accent,2021,217149,329244,2024-06-23,0
634,EXEED TXL,2024,24866,2246,2024-06-27,0
635,Volkswagen Polo,2020,253248,428936,2024-03-21,0
636,EXEED TXL,2024,26782,9296,2024-11-12,0
637,Volkswagen Polo,2015,342035,631885,2024-10-11,0
638,EXEED TXL,2018,308085,576235,2024-10-02,0
639,Chery Tiggo 4,2019,290200,738940,2024-06-26,0
640,Kia Rio,2019,324610,733390,2024-12-14,0
641,Geely Tugella,2020,203576,510528,2024-04-04,0
642,Chevrolet Aveo,2020,210816,575568,2024-09-09,0
643,Chery Tiggo 7 Pro,2024,2167,20879,2024-08-15,0
644,Nissan Note,2020,233288,480084,2024-08-10,0
645,Volkswagen Polo,2013,286400,706585,2024-06-21,0
646,LADA (VAZ) Vesta,2023,74099,145318,2024-06-17,0
647,Geely Tugella,2015,355000,609605,2024-06-22,0
648,EXEED TXL,2024,8322,19740,2024-06-24,0
649,Hyundai Accent,2022,152982,238472,2024-05-31,0
650,Nissan Note,2016,278145,559810,2024-10-30,0
651,KIA Spectra,2014,399615,529725,2024-12-06,0
652,Hyundai Accent,2015,369460,740985,2024-08-18,0
653,KIA Spectra,2015,285280,591650,2024-10-20,0
654,EXEED TXL,2017,347165,702040,2024-08-28,0
655,Chevrolet Lacetti,2021,216009,427443,2024-03-01,0
656,EXEED TXL,2020,306060,454736,2024-11-20,0
657,Haval F7,2024,13687,21595,2024-10-23,0
658,LADA (VAZ) Vesta,2024,10817,25557,2024-02-19,0
659,Hyundai Solaris,2023,56744,103863,2024-04-14,0
660,Chevrolet Lacetti,2020,260176,544808,2024-09-03,0
661,EXEED TXL,2019,380855,680235,2024-10-29,0
662,Haval F7,2018,316425,634050,2024-07-24,0
663,Hyundai Solaris,2020,312864,459700,2024-05-08,0
664,Geely Tugella,2013,392380,551660,2024-12-10,0
665,LADA (VAZ) Vesta,2015,284385,621095,2024-11-01,0
666,KIA Spectra,2023,68503,103121,2024-05-21,0
667,Renault Logan,2017,274355,625765,2024-09-12,0
668,Volkswagen Polo,2018,391185,735355,2024-12-10,0
669,LADA (VAZ) Vesta,2013,333650,541360,2024-09-18,0
670,Chevrolet Lacetti,2015,334240,700470,2024-07-18,0
671,EXEED TXL,2022,152030,227946,2024-01-21,0
672,Geely Tugella,2019,296665,558385,2024-10-14,0
673,Chery Tiggo 4,2021,205887,334407,2024-09-20,0
674,Volkswagen Polo,2014,399550,580695,2024-07-05,0
675,Nissan Note,2019,395780,558970,2024-09-04,0
676,Chery Tiggo 4,2015,269260,675320,2024-09-21,0
677,Renault Logan,2022,103638,276294,2024-05-06,0
678,LADA (VAZ) Vesta,2022,145130,273948,2024-10-04,0
679,Kia Rio,2024,29124,1797,2024-03-21,0
680,Hyundai Solaris,2022,133694,235826,2024-11-19,0
681,Renault Logan,2023,65900,124487,2024-05-10,0
682,Nissan Note,2020,288176,526516,2024-04-25,0
683,Chevrolet Aveo,2020,302580,514044,2024-10-08,0
684,Chery Tiggo 7 Pro,2014,316545,536025,2024-09-14,0
685,Kia Rio,2013,326430,543460,2024-08-19,0
686,LADA (VAZ) Vesta,2024,10389,3172,2024-11-18,0
687,EXEED TXL,2023,75214,114705,2024-01-26,0
688,Chery Tiggo 4,2016,394885,697110,2024-09-09,0
689,Chery Tiggo 7 Pro,2014,315385,723605,2024-07-27,0
690,EXEED TXL,2017,369245,520005,2024-11-02,0
691,Chevrolet Aveo,2016,272630,541180,2024-07-03,0
692,Nissan Note,2018,371940,583545,2024-07-03,0
693,Kia Rio,2019,303300,734630,2024-08-02,0
694,Chery Tiggo 4,2021,208947,363501,2024-05-29,0
695,Chevrolet Lacetti,2024,16451,27277,2024-09-18,0
696,Chery Tiggo 7 Pro,2023,65744,129045,2024-07-25,0
697,Chery Tiggo 7 Pro,2023,77331,123604,2024-11-03,0
698,EXEED TXL,2023,71797,138121,2024-05-19,0
699,KIA Spectra,2018,297200,530900,2024-09-29,0
700,Chery Tiggo 4,2018,337855,662410,2024-06-21,0
701,Kia Rio,2016,293260,733460,2024-08-17,0
702,Chery Tiggo 7 Pro,2020,251116,491472,2024-04-19,0
703,LADA (VAZ) Vesta,2023,75416,148931,2024-05-29,0
704,Hyundai Solaris,2015,359475,743105,2024-07-06,0
705,Nissan Note,2020,263812,503096,2023-12-27,0
706,Chevrolet Lacetti,2021,238155,312927,2024-06-24,0
707,Chery Tiggo 4,2020,244492,419216,2024-08-24,0
708,Hyundai Accent,2017,281310,542120,2024-11-04,0
709,Volkswagen Polo,2024,14097,3522,2024-08-17,0
710,Chevrolet Aveo,2016,378970,580185,2024-11-05,0
711,Haval F7,2021,210186,314799,2024-03-22,0
712,LADA (VAZ) Vesta,2021,235191,312309,2024-07-22,0
713,KIA Spectra,2024,2801,3934,2024-02-23,0
714,Hyundai Solaris,2019,264135,700270,2024-12-07,0
715,Chery Tiggo 4,2020,243272,409308,2024-03-14,0
716,Chevrolet Lacetti,2022,137732,258386,2024-04-16,0
717,EXEED TXL,2013,294395,604665,2024-12-12,0
718,Geely Tugella,2023,75881,147563,2024-03-06,0
719,Renault Logan,2020,302112,459204,2024-06-19,0
720,EXEED TXL,2023,60672,147831,2024-04-05,0
721,Haval F7,2019,365050,588960,2024-10-09,0
722,Chery Tiggo 4,2023,62412,111044,2024-12-12,0
723,Hyundai Accent,2020,308752,449112,2024-09-01,0
724,Volkswagen Polo,2018,332830,592505,2024-09-20,0
725,Volkswagen Polo,2022,107096,254708,2024-09-02,0
726,Volkswagen Polo,2017,345835,606135,2024-10-26,0
727,Kia Rio,2021,228207,375879,2024-01-14,0
728,Haval F7,2024,17359,22952,2024-06-08,0
729,Haval F7,2022,146768,258584,2024-11-04,0
730,Chevrolet Aveo,2017,251515,670290,2024-09-13,0
731,Hyundai Solaris,2015,265935,678070,2024-06-29,0
732,Chery Tiggo 7 Pro,2023,71021,109724,2024-12-08,0
733,EXEED TXL,2024,15829,14640,2024-11-13,0
734,Hyundai Accent,2014,276990,560015,2024-10-04,0
735,LADA (VAZ) Vesta,2023,55545,123188,2024-07-17,0
736,Geely Tugella,2015,363425,539870,2024-10-16,0
737,Hyundai Accent,2024,4604,18920,2024-03-01,0
738,EXEED TXL,2017,393490,636265,2024-09-19,0
739,Chevrolet Lacetti,2022,151490,254566,2024-11-12,0
740,Kia Rio,2017,351980,667520,2024-12-02,0
741,Geely Tugella,2021,232173,361596,2024-08-17,0
742,Chevrolet Lacetti,2017,397715,593320,2024-08-26,0
743,Nissan Note,2022,134682,294054,2024-07-13,0
744,Renault Logan,2020,301908,570568,2024-11-12,0
745,EXEED TXL,2021,235116,405192,2024-03-07,0
746,Volkswagen Polo,2019,360740,682565,2024-09-07,0
747,Haval F7,2023,55408,109529,2024-09-02,0
748,Haval F7,2023,73905,118625,2024-11-24,0
749,LADA (VAZ) Vesta,2022,135350,218530,2024-03-01,0
750,Chery Tiggo 7 Pro,2020,256904,472908,2024-04-09,0
751,KIA Spectra,2022,110180,293254,2024-02-29,0
752,Chery Tiggo 7 Pro,2022,125088,223230,2024-06-19,0
753,Chery Tiggo 7 Pro,2015,318240,699625,2024-08-28,0
754,KIA Spectra,2023,70931,103630,2024-02-22,0
755,Chery Tiggo 7 Pro,2016,354075,568450,2024-12-01,0
756,Haval F7,2016,382950,587485,2024-08-22,0
757,LADA (VAZ) Vesta,2018,267305,551330,2024-08-07,0
758,EXEED TXL,2022,137022,273784,2024-07-31,0
759,Geely Tugella,2018,258005,600290,2024-11-22,0
760,Renault Logan,2014,378525,687635,2024-11-19,0
761,Hyundai Accent,2021,163581,308952,2024-07-02,0
762,Hyundai Solaris,2023,50735,143348,2024-07-21,0
763,Renault Logan,2024,18687,24503,2024-08-05,0
764,Nissan Note,2013,342775,586970,2024-07-11,0
765,Geely Tugella,2022,155210,222654,2024-10-17,0
766,Renault Logan,2020,309952,502588,2024-07-15,0
767,Geely Tugella,2024,15018,25643,2024-01-09,0
768,Volkswagen Polo,2022,149214,259814,2024-10-14,0
769,Volkswagen Polo,2021,179778,427170,2023-12-21,0
770,Geely Tugella,2020,239568,457120,2024-02-26,0
771,Hyundai Accent,2013,375025,744975,2024-11-15,0
772,Hyundai Solaris,2024,7285,13947,2024-10-10,0
773,Chevrolet Lacetti,2023,66992,121631,2024-05-20,0
774,Chevrolet Lacetti,2018,291135,687455,2024-10-28,0
775,Chery Tiggo 4,2021,172491,365508,2024-12-10,0
776,Kia Rio,2023,63008,131674,2024-06-25,0
777,EXEED TXL,2020,230756,472096,2024-04-28,0
778,Nissan Note,2023,51894,118018,2024-03-13,0
779,Chery Tiggo 7 Pro,2017,259580,648995,2024-09-12,0
780,Chery Tiggo 4,2014,299365,711045,2024-06-23,0
781,Kia Rio,2017,301570,748875,2024-09-27,0
782,LADA (VAZ) Vesta,2017,311065,625745,2024-07-28,0
783,KIA Spectra,2022,136332,231764,2024-08-21,0
784,EXEED TXL,2022,108158,275478,2024-06-02,0
785,Haval F7,2024,19630,13281,2024-07-16,0
786,Chevrolet Aveo,2023,66149,114546,2024-07-17,0
787,Chery Tiggo 7 Pro,2020,245928,564632,2024-05-14,0
788,LADA (VAZ) Vesta,2019,304905,612235,2024-08-05,0
789,Kia Rio,2020,303716,401072,2024-03-21,0
790,EXEED TXL,2021,198606,391968,2024-05-07,0
791,Volkswagen Polo,2023,67289,145638,2024-11-19,0
792,KIA Spectra,2022,121582,298872,2024-06-14,0
793,EXEED TXL,2022,154982,273770,2024-12-03,0
794,Haval F7,2021,233853,431817,2024-09-23,0
795,EXEED TXL,2018,288345,509960,2024-09-16,0
796,Nissan Note,2013,303940,627525,2024-08-09,0
797,Nissan Note,2023,66767,101393,2024-01-07,0
798,Geely Tugella,2017,312590,677300,2024-12-07,0
799,EXEED TXL,2021,171801,418992,2024-08-09,0
800,Chery Tiggo 4,2013,320355,714760,2024-09-14,0
801,EXEED TXL,2023,73125,109288,2024-09-28,0
802,Haval F7,2021,193356,421785,2024-09-14,0
803,KIA Spectra,2022,133856,219020,2024-11-19,0
804,Volkswagen Polo,2024,15530,16813,2023-12-28,0
805,KIA Spectra,2023,68483,110170,2024-05-04,0
806,KIA Spectra,2016,344765,565125,2024-10-19,0
807,LADA (VAZ) Vesta,2021,173979,421059,2024-02-06,0
808,KIA Spectra,2019,363690,524495,2024-10-14,0
809,KIA Spectra,2021,193125,403686,2024-07-05,0
810,LADA (VAZ) Vesta,2020,233620,441748,2024-09-07,0
811,Renault Logan,2018,379560,631300,2024-09-27,0
812,Kia Rio,2021,192753,446793,2024-01-02,0
813,KIA Spectra,2016,251925,578890,2024-08-14,0
814,Geely Tugella,2019,344055,624035,2024-09-13,0
815,Renault Logan,2023,62837,123684,2024-04-24,0
816,Geely Tugella,2015,347890,587435,2024-12-16,0
817,Nissan Note,2017,381490,720795,2024-08-16,0
818,Chery Tiggo 7 Pro,2018,336070,677605,2024-10-16,0
819,Chery Tiggo 7 Pro,2022,111332,204214,2024-06-30,0
820,Nissan Note,2021,185838,389202,2024-03-30,0
821,EXEED TXL,2022,115382,254098,2024-10-15,0
822,Hyundai Accent,2023,71991,100572,2024-02-20,0
823,Kia Rio,2020,254568,491620,2024-05-09,0
824,Hyundai Accent,2022,147836,222600,2024-08-24,0
825,Chevrolet Lacetti,2015,344880,653130,2024-10-25,0
826,Renault Logan,2014,366955,514875,2024-11-02,0
827,Renault Logan,2024,2818,518,2024-10-09,0
828,EXEED TXL,2022,105830,227994,2024-09-24,0
829,Chery Tiggo 4,2024,11175,27244,2024-09-23,0
830,Chery Tiggo 7 Pro,2018,261190,745355,2024-07-03,0
831,LADA (VAZ) Vesta,2023,64834,134640,2024-06-13,0
832,Chevrolet Lacetti,2020,309896,506676,2024-10-25,0
833,Volkswagen Polo,2019,287440,606610,2024-08-11,0
834,Geely Tugella,2015,327725,681455,2024-10-29,0
835,Haval F7,2014,283725,562945,2024-09-23,0
836,Hyundai Solaris,2020,254748,453768,2024-12-06,0
837,Chevrolet Lacetti,2020,205640,494700,2024-10-31,0
838,Chery Tiggo 7 Pro,2024,23800,27244,2024-01-30,0
839,Kia Rio,2016,318495,641645,2024-08-22,0
840,Haval F7,2020,286452,451672,2024-01-13,0
841,Nissan Note,2023,56222,129781,2024-08-14,0
842,Chevrolet Lacetti,2018,360445,535080,2024-10-30,0
843,Kia Rio,2013,360555,747580,2024-07-22,0
844,Chery Tiggo 4,2020,206760,461048,2024-02-05,0
845,Geely Tugella,2014,273160,565830,2024-12-16,0
846,Hyundai Solaris,2020,289968,445732,2024-04-04,0
847,LADA (VAZ) Vesta,2022,119208,241064,2024-06-15,0
848,LADA (VAZ) Vesta,2020,216812,524876,2024-07-05,0
849,Chery Tiggo 4,2021,159060,413316,2024-10-05,0
850,Geely Tugella,2018,359820,725580,2024-11-24,0
851,Renault Logan,2017,251960,743520,2024-08-28,0
852,Volkswagen Polo,2022,114914,234202,2024-06-22,0
853,Kia Rio,2020,242796,492504,2024-11-02,0
854,Kia Rio,2014,317010,740625,2024-12-01,0
855,Chevrolet Aveo,2021,209781,385566,2024-10-11,0
856,KIA Spectra,2015,388250,634055,2024-11-24,0
857,Chery Tiggo 7 Pro,2017,299395,634435,2024-07-22,0
858,EXEED TXL,2014,337565,546875,2024-11-21,0
859,Haval F7,2019,380230,678650,2024-09-29,0
860,Chery Tiggo 7 Pro,2014,348610,664605,2024-09-04,0
861,Chevrolet Aveo,2022,152024,249254,2024-08-05,0
862,Hyundai Accent,2016,310450,728015,2024-11-13,0
863,Chery Tiggo 4,2022,144826,268516,2024-01-08,0
864,Kia Rio,2015,395200,586065,2024-09-30,0
865,KIA Spectra,2020,223844,503160,2024-06-29,0
866,Chevrolet Lacetti,2019,369860,582525,2024-11-10,0
867,Renault Logan,2017,255885,523995,2024-08-28,0
868,Chevrolet Lacetti,2019,343365,593085,2024-11-04,0
869,Chevrolet Lacetti,2023,65381,117703,2024-06-25,0
870,Chevrolet Aveo,2018,303605,593830,2024-07-19,0
871,Hyundai Accent,2015,359830,629300,2024-09-28,0
872,EXEED TXL,2018,399245,617970,2024-11-24,0
873,Hyundai Accent,2021,219288,408363,2024-04-10,0
874,Haval F7,2022,112236,271412,2024-11-07,0
875,EXEED TXL,2021,220386,303183,2024-08-07,0
876,Chery Tiggo 4,2023,66674,136006,2024-06-29,0
877,Volkswagen Polo,2020,238796,522260,2024-08-25,0
878,EXEED TXL,2013,302435,566320,2024-12-04,0
879,EXEED TXL,2021,162840,360525,2024-08-09,0
880,Geely Tugella,2023,57427,119103,2024-05-08,0
881,Nissan Note,2017,304925,686850,2024-09-20,0
882,Chery Tiggo 4,2020,313692,573820,2024-09-05,0
883,EXEED TXL,2022,138230,296100,2024-11-09,0
884,Chery Tiggo 4,2018,307685,514210,2024-09-15,0
885,Kia Rio,2022,129706,205802,2024-08-20,0
886,KIA Spectra,2024,21729,23935,2024-03-19,0
887,LADA (VAZ) Vesta,2018,306260,692085,2024-07-24,0
888,Chery Tiggo 4,2024,28228,5094,2024-06-02,0
889,Renault Logan,2017,281970,737220,2024-06-26,0
890,Kia Rio,2022,111244,234926,2024-07-30,0
891,Hyundai Accent,2016,355550,736940,2024-12-05,0
892,KIA Spectra,2018,262955,700220,2024-11-07,0
893,Chevrolet Lacetti,2016,304055,614230,2024-11-14,0
894,LADA (VAZ) Vesta,2024,29894,27412,2024-05-16,0
895,Haval F7,2020,289104,545928,2024-06-02,0
